description,players,cost_est,issue_date,issue_year,issue_month,issue_day,address,lat,lng,boundaries,permit_number,_permit_year
"INSTALLATION AND OPERATION OF A TEMPORARY TOWER CRANE: TEREX PEINER SK415, AS PER PLANS.","Kohout ChristopherLeopardo Companies IncAdjustable Forms Inc.Patrick Aylward Sterling Bay, Inc.","$60,000.00",4/29/2016,2016,4,29,1330 W Fulton St,41.8867380,-87.6601570,"27 (ward)NEAR WEST SIDE (communityarea)West Town (neighborhood)60607 (zip)Kinzie Industrial Corridor (tif)Enterprise Zone 4 (enterprisezone)Kinzie (industrialcorridor)West (township)District 12, Beat 1215 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Pamela Reaves-Harris (10th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100640411,2016
"FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A PEINER SK415 TEMPORARY TOWER CRANE, AS PER PLANS.","John Keegan Shawn ZimnyKohout ChristopherPower Construction Company, LlAdjustable Forms Inc.","$60,000.00",4/29/2016,2016,4,29,30 E Balbo Ave,41.8732210,-87.6265020,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100635862,2016
TIED-IN LIEBHERR 316-H 12 LITRONIC TOWER CRANE PHASE 2,Bill WolkConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",3/31/2016,2016,3,31,905 N Orleans St,41.8991130,-87.6371210,"27 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60610 (zip)Near North (tif)North (township)District 18, Beat 1823 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Near North Unity Project (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100637956,2016
"PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A LIEBHERR EC-12 LITRONIC TEMPORARY TOWER CRANE, AS PER PLANS.","Kohout ChristopherLend Lease (Us) Construction,Pepper Construction Co.1035 West Van Buren Partners, Llc","$60,000.00",3/25/2016,2016,3,25,1035 W Van Buren St,41.8764690,-87.6533210,"25 (ward)NEAR WEST SIDE (communityarea)Near West Side (neighborhood)60607 (zip)Enterprise Zone 4 (enterprisezone)West (township)District 12, Beat 1232 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100636252,2016
"FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A MANTIOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.","Bob JanisKohout ChristopherBulley & Andrews, L.l.c.Ceco Concrete Construction Llc","$60,000.00",3/25/2016,2016,3,25,2330 N Halsted St,41.9245670,-87.6488750,"43 (ward)LINCOLN PARK (communityarea)Sheffield Neighbors (neighborhood)60614 (zip)Sheffield Historic District (nationalregister)North (township)District 18, Beat 1812 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Ann Williams (11th) (illinoishouse)John J. Cullerton (6th) (illinoissenate)Lincoln Park Hs (HS) (cpsattendance)",100624621,2016
INSTALL FREE STANDING LIEBHERR 316 EC-H 12 LITRONIC TOWER CRANE,Evan MeisterConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",3/22/2016,2016,3,22,1118 N State St,41.9023110,-87.6284970,"2 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60610 (zip)Gold Coast Historic District (nationalregister)North (township)District 18, Beat 1824 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Ogden (ES) (cpsattendance)",100637362,2016
TEMPORARY CONSTRUCTION OF NEW TIMBERLAND STIFFLEG DERRICK MAST MODEL ASD35-X FOR DISMANTLEMENT OF TOWER CRANE,"400 W. Randolph Investors, LlcDrucker Carol JBurnham Nationwide, Inc.Clark Construction Group Chica","$35,000.00",3/8/2016,2016,3,8,150 N Riverside Plz,41.8850020,-87.6383520,"42 (ward)NEAR WEST SIDE (communityarea)West Loop Gate (neighborhood)60606 (zip)LaSalle Central (tif)West (township)District 01, Beat 0121 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100635309,2016
"PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.","Trevor SheldonKohout ChristopherRyan Companies Us, Inc.Adjustable Forms Inc.","$60,000.00",2/22/2016,2016,2,22,833 N Clark St,41.8976650,-87.6311240,"2 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60610 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100630427,2016
"PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR TEREX PEINER SK415 TEMPORARY TOWER CRANE, AS PER PLANS.","Dave GutierrezKohout ChristopherLend Lease (Us) Construction,Adjustable Forms Inc.","$60,000.00",2/8/2016,2016,2,8,1333 S Wabash Ave,41.8648080,-87.6256230,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0131 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100630426,2016
"PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A MANITOWOC MR418 TEMPORARY TOWER CRANE, AS PER PLANS.","Scott TimcoeKohout ChristopherLend Lease (Us) Construction,Pepper Construction Co.","$60,000.00",2/8/2016,2016,2,8,640 N Wells St,41.8936580,-87.6342700,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100630424,2016
"PHASE 1 FOUNDATION AND INITIAL SET-UP OF A TEMPORARY TOWER CRANE: MANITOWOC MDT368A, AS PER PLANS.","Scott TimcoeKohout ChristopherLend Lease (Us) Construction,Tribco Construction Services","$60,000.00",2/1/2016,2016,2,1,9 W Walton St,41.8998210,-87.6286990,"2 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60610 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100615136,2016
PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A MANITOWOC MD485 TEMPORARY TOWER CRANE AS PER PLANS. THIS PERMIT SUPERSEDES PERMIT #100631635.,Kohout ChristopherClark Construction Group ChicaAdjustable Forms Inc.Carl Brown,"$60,000.00",2/1/2016,2016,2,1,215 W Lake St,41.8856210,-87.6345010,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60606 (zip)Randolph/Wells (tif)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100631975,2016
PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MR415 TEMPORARY TOWER CRANE AS PER PLANS. (NOTE THAT PERMIT #100609293 IS VOIDED AND SUPERSEDED BY THIS PERMIT).,"Matthew CisonKohout ChristopherOptima, Inc.Concrete Structures Of The","$60,000.00",2/1/2016,2016,2,1,220 E Illinois St,41.8910850,-87.6217030,"42 (ward)NEAR NORTH SIDE (communityarea)Streeterville (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100630499,2016
NEW TOWER CRANE - NORTH TOWER CRANE,"Volpe BrianBurnham Nationwide, Inc.Power Construction Company, LlNorthwestern University Facilities Management","$50,000.00",1/26/2016,2016,1,26,303 E Superior St,41.8956920,-87.6201420,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100628263,2016
"PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.","Robert OwakKohout ChristopherLinn-Mathes IncGoebel Forming, Inc.","$60,000.00",1/19/2016,2016,1,19,165 W Superior St,41.8954890,-87.6338310,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100630425,2016
"PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A TEMPORARY TOWER CRANE: MANITOWOC MR605 LUFFING JIB CRANE, AS PER PLANS.",Todd WendellKohout ChristopherLinn-Mathes IncAdjustable Forms Inc.,"$60,000.00",1/14/2016,2016,1,14,167 W Erie St,41.8938830,-87.6338790,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1832 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100626719,2016
INSTALL FREE STANDING LIEBHERR 316 EC-H 12 LITRONIC TOWER CRANE,Bill WolkConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",12/14/2015,2015,12,14,905 N Orleans St,41.8991130,-87.6371210,"27 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60610 (zip)Near North (tif)North (township)District 18, Beat 1823 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Near North Unity Project (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100625262,2015
USE OF DERRICK TO DISMANTLE EXISTING TOWER CRANE,"Thomas D'arcyScheld JamesLend Lease (Us) Construction,","$95,955.00",11/25/2015,2015,11,25,444 W Lake St,41.8858290,-87.6398060,"42 (ward)NEAR WEST SIDE (communityarea)Fulton River District (neighborhood)60606 (zip)River West (tif)West (township)District 12, Beat 1214 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100620641,2015
INSTALL FREE STANDING POTAIN MD485 TOWER CRANE - PHASE 1SOUTH CRANE,Jim ClementiConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",11/25/2015,2015,11,25,1201 N La Salle Dr,41.9039740,-87.6327760,"2 (ward)NEAR NORTH SIDE (communityarea)Old Town (neighborhood)60610 (zip)North (township)District 18, Beat 1821 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Ogden (ES) (cpsattendance)",100624064,2015
INSTALL FREE STANDING POTAIN MD485 TOWER CRANENORTH TOWER CRANE,Jim ClementiConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",11/25/2015,2015,11,25,1201 N La Salle Dr,41.9039740,-87.6327760,"2 (ward)NEAR NORTH SIDE (communityarea)Old Town (neighborhood)60610 (zip)North (township)District 18, Beat 1821 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Ogden (ES) (cpsattendance)",100624063,2015
"FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A TEMPORARY TOWER CRANE: PEINER SK-415, AS PER PLANS.","Paul TurilliKohout ChristopherPower Construction Company, LlPower Construction Company","$60,000.00",11/23/2015,2015,11,23,311 N Morgan St,41.8871210,-87.6520350,"27 (ward)NEAR WEST SIDE (communityarea)West Town (neighborhood)60607 (zip)Kinzie Industrial Corridor (tif)Fulton-Randolph Market District (landmarkdistrict)Enterprise Zone 4 (enterprisezone)Kinzie (industrialcorridor)West (township)District 12, Beat 1214 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100620396,2015
INSTALL FREE STANDING POTAIN MD485 TOWER CRANE,Robert BuonoConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",11/20/2015,2015,11,20,2293 N Milwaukee Ave,41.9227660,-87.6969100,"1 (ward)LOGAN SQUARE (communityarea)Logan Square (neighborhood)60647 (zip)Fullerton/Milwaukee (tif)West (township)District 14, Beat 1431 (chipolicebeat)District 14 - Shakespeare (chipolicedistrict)8 (cookcountydistrict)Will Guzzardi (39th) (illinoishouse)Iris Y. Martinez (20th) (illinoissenate)Goethe (ES) (cpsattendance)",100620528,2015
"PHASE 2, TIE-IN AND CLIMB SCHEDULE FOR A PEINER SK-415 TEMPORARY TOWER CRANE, AS PER PLANS.","Gary MarksKohout ChristopherPower Construction Company, LlConcrete Structures Of The","$60,000.00",11/12/2015,2015,11,12,118 N Jefferson St,41.8838000,-87.6428630,"42 (ward)NEAR WEST SIDE (communityarea)West Loop Gate (neighborhood)60661 (zip)West (township)District 01, Beat 0121 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100609294,2015
PHASE 3 - TEMPORARY CONSTRUCTION OF TOWER CRANE MODEL FAVELLE FAVCO M760D-II - LEVELS 36-50,"400 W. Randolph Investors, LlcDrucker Carol JBurnham Nationwide, Inc.Clark Construction Group Chica","$35,000.00",11/9/2015,2015,11,9,150 N Riverside Plz,41.8845900,-87.6390370,"42 (ward)NEAR WEST SIDE (communityarea)West Loop Gate (neighborhood)60606 (zip)LaSalle Central (tif)West (township)District 01, Beat 0121 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100619626,2015
"PHASE 1: FOUNDATION DESIGN FOR THE INITIAL SET-UP AND OPERATION OF A PEINER SK415 TEMPORARY TOWER CRANE, AS PER PLANS.",Andrew Wilson - Onni GroupKohout ChristopherOnni Contracting (Chicago) IncConcrete Structures Of The,"$60,000.00",10/16/2015,2015,10,16,750 N Hudson Ave,41.8963150,-87.6401910,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)Chicago/Kingsbury (tif)Enterprise Zone 4 (enterprisezone)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100610722,2015
TIED-IN LIEBHERR 316-H 12 LITRONIC TOWER CRANE PHASES 2-3,Givi PeradzeConnolly Eamonn F.James Mchugh Construction Co,"$20,000.00",10/15/2015,2015,10,15,347 W Chestnut St,41.8980500,-87.6374870,"27 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60610 (zip)Enterprise Zone 4 (enterprisezone)North (township)District 18, Beat 1823 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Near North Unity Project (neighborhoodorganization)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100616346,2015
INSTALLATION AND OPERATION OF A TEMPORARY TOWER CRANE: TEREX PEINER SK-315 AS PER PLANS.,"Alan Alani Wirtz Realty Corp.Kohout ChristopherPower Construction Company, LlCeco Concrete Construction Llc","$60,000.00",9/25/2015,2015,9,25,2950 N Sheridan Rd,41.9358080,-87.6395520,"44 (ward)LAKE VIEW (communityarea)Lake View East (neighborhood)60657 (zip)Lakeview Historic District (nationalregister)Lake View (township)District 19, Beat 1934 (chipolicebeat)District 19 - Town Hall (chipolicedistrict)10 (cookcountydistrict)Sara Feigenholtz (12th) (illinoishouse)John J. Cullerton (6th) (illinoissenate)Lake View Hs (HS) (cpsattendance)",100612076,2015
"PHASE 1: FOUNDATION SUPPORT, SET-UP AND OPERATION FOR A TEREX PEINER SK-415 TEMPORARY TOWER CRANE, AS PER PLANS.",Werner KleidorferKohout ChristopherClark Construction Group ChicaConcrete Structures Of The,"$60,000.00",9/23/2015,2015,9,23,2121 S Prairie Ave,41.8536500,-87.6205330,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60616 (zip)Calumet/Cermak Rd (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100604640,2015
"INSTALLATION AND OPERATION OF A PEINER SK415 TEMPORARY TOWER CRANE, AS PER PLANS.","Kohout ChristopherClark Construction Group, LlcAdjustable Forms Inc.David Blitz","$60,000.00",9/17/2015,2015,9,17,3200 N Clark St,41.9399940,-87.6508850,"44 (ward)LAKE VIEW (communityarea)Lake View (neighborhood)60657 (zip)Lake View (township)17 (ssa)District 19, Beat 1924 (chipolicebeat)District 19 - Town Hall (chipolicedistrict)10 (cookcountydistrict)Sara Feigenholtz (12th) (illinoishouse)John J. Cullerton (6th) (illinoissenate)Lake View Hs (HS) (cpsattendance)",100610721,2015
PHASE 2 - TEMPORARY CONSTRUCTION OF TOWER CRANE MODEL FAVELLE FAVCO M760D-II,"400 W. Randolph Investors, LlcDrucker Carol JBurnham Nationwide, Inc.Clark Construction Group Chica","$35,000.00",9/4/2015,2015,9,4,150 N Riverside Plz,41.8850830,-87.6393970,"42 (ward)NEAR WEST SIDE (communityarea)West Loop Gate (neighborhood)60606 (zip)West (township)District 01, Beat 0121 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Neighbors of West Loop (neighborhoodorganization)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100609524,2015
"PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A MANITOWOC MR415 TEMPORARY TOWER CRANE, AS PER PLANS.",Kohout ChristopherPepper Construction CompanyPepper Construction CompanyJeff Solomon,"$60,000.00",8/26/2015,2015,8,26,228 E Ontario St,41.8934820,-87.6219300,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100594179,2015
